promedio_asistencia,promedio_seguimiento,nota_parcial_1,inicios_sesion_plataforma,uso_tutorias,riesgo_reprobacion
81.3,2.9,2.1,40,0,1
62.0,3.2,4.0,35,0,0
94.2,5.0,3.5,36,1,0
90.6,4.0,4.2,48,0,0
83.8,4.0,2.5,37,1,0
73.1,3.5,3.1,45,0,0
83.7,3.3,3.0,40,1,0
64.4,1.5,3.2,30,1,0
87.8,2.7,1.8,42,1,0
99.7,2.9,3.1,55,0,1
91.1,1.9,1.9,39,0,1
64.1,2.4,3.3,40,1,0
80.4,1.8,1.3,29,1,1
55.6,3.2,1.5,48,0,1
83.6,3.8,3.7,38,1,0
81.8,4.0,2.6,38,0,0
47.0,3.5,2.2,38,0,0
57.6,2.5,4.0,47,0,0
70.8,1.8,3.3,40,1,1
70.5,2.0,3.7,37,0,1
56.9,2.3,2.9,36,1,1
80.8,2.6,5.0,32,0,0
78.8,3.1,2.5,50,1,0
72.1,2.5,4.4,42,1,0
63.7,3.4,3.0,31,0,0
90.7,3.0,1.7,50,0,1
99.8,3.2,3.4,32,0,0
67.7,4.0,3.3,25,1,0
65.8,2.4,2.2,45,0,1
82.4,3.5,2.3,40,0,0
69.6,3.2,3.0,38,0,0
72.9,3.0,3.3,35,0,0
86.1,3.8,1.0,45,0,0
46.4,3.8,3.8,50,1,0
94.8,2.5,2.6,40,0,0
76.1,3.1,1.9,51,0,1
68.8,3.4,3.8,47,1,0
73.7,3.0,3.0,46,0,1
74.4,3.6,4.0,43,0,0
49.0,3.4,3.4,48,1,0
97.4,4.5,3.0,34,0,0
75.6,2.1,2.9,42,0,1
81.6,3.1,3.4,39,0,1
89.3,2.6,2.7,46,0,1
59.7,3.6,2.3,40,0,0
82.1,2.1,3.5,45,1,1
71.0,3.4,2.9,50,0,0
87.7,2.8,3.0,45,1,0
43.1,2.7,3.9,45,0,0
73.5,2.2,2.9,35,1,1
66.0,2.9,3.0,48,1,0
81.5,4.0,2.5,44,1,0
82.1,3.2,3.3,50,0,0
64.4,3.6,3.3,49,0,0
64.3,4.4,3.7,45,0,0
73.3,3.4,2.5,40,1,0
61.6,2.8,2.6,51,1,0
87.6,3.5,3.6,52,0,0
69.5,2.8,3.2,47,1,1
31.4,2.8,2.3,42,1,1
69.4,2.1,4.0,36,0,0
59.4,3.8,1.6,44,0,1
50.5,2.9,3.6,41,1,1
56.4,3.3,2.0,29,0,0
76.6,2.5,4.5,44,1,0
94.9,3.5,1.8,45,1,1
79.7,2.7,3.9,47,0,0
65.9,3.1,2.9,47,0,0
81.8,3.8,2.7,38,0,0
68.1,3.8,3.1,48,1,0
64.6,3.2,3.5,18,0,0
57.7,2.0,2.3,36,0,0
48.7,5.0,2.3,42,1,0
69.2,4.4,3.5,43,0,0
77.4,3.7,1.6,37,0,1
73.6,2.7,2.5,40,0,0
68.8,3.1,5.0,31,0,0
60.8,2.8,2.2,36,0,0
84.1,4.1,3.9,43,0,0
55.2,3.4,2.5,34,1,0
86.6,2.7,3.4,43,0,0
60.0,2.9,3.5,44,0,0
63.7,4.0,3.9,49,0,0
53.0,4.3,2.8,42,0,0
67.5,4.3,4.6,38,0,0
89.6,3.7,2.5,49,0,0
82.7,3.0,3.2,40,1,0
89.7,1.0,3.2,58,0,0
82.8,3.4,2.1,43,0,0
58.4,3.2,2.8,46,0,1
70.0,3.3,3.1,30,0,0
63.3,3.2,2.7,36,0,0
95.0,2.3,5.0,43,0,0
57.0,3.6,2.3,39,0,0
88.4,3.6,3.9,41,0,0
88.4,3.7,3.7,47,0,0
100.0,3.9,3.0,33,0,0
68.9,3.6,2.3,29,0,0
85.7,2.9,2.4,27,0,1
100.0,3.2,2.6,35,1,0
65.7,3.3,1.6,43,1,1
52.0,3.3,2.2,36,1,1
46.8,3.9,1.8,39,0,0
85.7,3.7,4.1,42,0,0
46.8,4.7,3.5,40,0,0
69.4,4.7,3.6,34,1,0
81.6,3.3,3.5,32,0,0
77.8,1.0,3.1,38,0,1
81.4,4.1,4.2,33,0,0
78.3,2.8,2.5,46,0,0
94.2,2.6,3.1,39,0,0
60.7,2.9,3.6,41,0,1
64.8,2.9,1.9,41,0,1
63.4,3.6,5.0,42,1,0
87.5,2.1,3.0,38,1,0
88.5,2.4,3.1,43,0,1
81.8,3.4,4.0,39,0,0
92.8,3.6,3.7,40,0,0
57.3,3.6,3.0,36,0,0
100.0,2.6,3.1,39,0,0
97.8,2.5,1.8,37,0,1
86.0,2.8,2.6,43,1,1
100.0,3.4,3.4,42,0,0
50.2,4.2,3.4,45,0,0
67.1,1.8,4.0,41,0,0
64.0,3.0,2.9,37,0,1
85.8,2.3,1.9,33,1,0
59.2,2.0,3.8,41,0,0
86.4,3.9,4.1,37,0,0
95.6,3.6,3.7,52,0,0
85.4,3.5,2.9,33,0,0
79.3,3.8,3.8,41,0,0
60.2,2.9,5.0,37,0,0
62.3,2.9,3.1,42,0,0
93.7,4.7,2.0,44,0,0
86.7,3.0,2.5,41,1,1
74.4,3.7,3.5,36,0,0
68.7,3.2,1.7,33,0,1
44.6,1.9,3.1,44,1,1
58.9,1.8,3.3,30,0,0
100.0,2.8,4.2,32,1,0
55.8,3.9,4.0,39,0,0
77.8,3.8,3.7,33,1,0
90.1,3.8,1.3,27,0,0
56.2,2.5,3.7,41,1,0
77.8,4.3,3.6,46,0,0
89.1,2.5,3.2,46,0,0
75.2,3.3,1.6,43,0,1
100.0,3.2,2.4,35,1,0
50.0,3.1,2.1,36,0,1
90.9,4.1,1.4,51,1,0
72.4,2.7,3.0,46,0,0
86.6,2.3,2.4,31,0,0
81.6,3.2,5.0,38,0,0
64.0,2.9,2.9,46,0,1
78.4,5.0,4.0,33,1,0
47.1,3.7,1.7,45,0,1
84.0,2.9,2.6,35,1,0
79.5,2.5,3.1,51,0,0
84.6,1.9,2.3,45,0,1
90.9,2.5,2.7,36,1,0
80.5,3.3,2.8,40,0,0
77.2,4.2,2.8,38,0,0
61.8,4.0,4.5,34,0,0
64.3,3.4,3.3,46,0,0
92.8,3.0,3.4,37,1,0
96.5,3.4,3.4,45,1,0
71.4,2.8,3.5,35,1,0
75.7,4.4,2.9,46,1,0
61.4,3.1,2.7,44,0,1
92.6,3.1,3.1,42,0,0
85.0,1.6,3.9,38,1,0
100.0,3.1,3.9,42,0,0
61.8,3.8,2.8,26,0,0
69.3,2.5,3.6,43,1,0
78.5,2.7,2.8,43,0,0
84.7,3.8,3.0,32,0,0
71.8,2.2,2.6,42,1,0
61.9,3.9,2.9,42,0,0
88.2,2.8,4.1,35,1,0
85.8,2.9,3.1,41,0,0
61.3,2.4,3.1,39,0,0
95.3,3.5,1.8,39,0,0
92.6,4.9,2.8,23,1,0
77.0,3.7,2.8,29,0,0
76.2,2.6,2.3,37,0,0
83.3,4.0,3.0,45,0,0
62.1,3.0,2.7,35,0,1
75.5,4.2,3.1,37,0,0
42.7,3.8,3.1,37,0,0
88.1,1.1,2.2,41,0,1
51.6,2.5,2.7,41,0,0
97.6,3.9,3.1,41,0,0
70.0,3.3,3.9,46,0,0
71.8,2.5,3.2,47,0,0
65.6,2.8,2.5,35,0,0
70.7,1.9,3.3,40,0,1
96.3,3.1,4.4,38,1,0
37.7,4.7,3.7,35,0,0
94.2,3.8,3.4,48,0,0
80.1,4.7,3.6,41,0,0
56.9,3.8,4.2,29,1,0
58.9,3.9,3.9,39,1,0
100.0,4.6,3.5,33,0,0
60.8,3.5,3.9,32,1,0
57.7,3.1,2.1,34,0,1
92.1,3.9,1.8,42,0,1
80.1,4.2,3.1,25,0,0
60.9,2.9,3.1,41,0,0
78.2,2.7,2.6,35,0,0
59.6,3.3,3.7,40,0,0
91.5,3.8,1.5,39,0,0
90.9,3.8,2.6,32,1,0
83.0,2.2,2.6,37,0,1
80.4,4.5,1.7,34,0,1
100.0,2.8,4.2,45,0,0
75.0,3.0,1.9,42,0,1
57.3,2.6,2.5,43,0,0
81.7,5.0,3.7,37,0,0
100.0,3.4,3.5,26,0,0
59.8,2.6,2.1,43,0,1
69.6,3.8,3.5,44,1,0
81.2,3.7,3.2,43,0,0
74.2,3.1,4.9,48,0,0
60.3,3.8,3.3,38,0,0
91.8,2.6,2.9,40,1,1
100.0,2.9,2.3,35,0,1
77.9,1.8,2.4,48,0,1
61.4,2.3,2.3,50,0,1
51.8,4.5,4.1,40,0,0
78.9,4.3,3.0,50,0,0
91.6,3.2,3.5,51,0,0
82.1,4.4,4.2,33,0,0
75.0,3.1,1.1,40,0,1
66.2,3.0,4.0,51,0,0
58.6,3.2,3.0,38,1,1
87.5,3.1,3.3,36,0,1
88.7,3.0,2.3,46,1,0
51.8,4.0,2.4,48,0,0
98.8,3.3,3.4,38,0,0
83.6,3.7,4.9,31,0,0
96.0,3.9,3.8,39,0,0
54.9,3.5,4.0,36,0,0
54.5,2.5,2.8,41,1,1
72.8,2.3,2.5,44,0,1
82.5,3.3,2.4,42,1,1
100.0,3.1,2.6,38,0,0
85.6,3.3,1.4,45,0,1
71.4,3.2,2.4,33,1,0
59.6,5.0,2.6,39,0,0
93.5,2.3,2.9,39,0,1
60.5,1.8,3.1,37,0,1
99.4,3.4,3.3,36,0,0
70.7,2.9,3.0,42,1,0
98.9,3.4,2.5,44,0,0
85.2,3.6,1.4,46,0,1
72.9,4.1,2.5,40,1,0
67.2,2.1,2.2,34,1,1
69.9,2.8,3.4,42,0,1
81.4,3.5,3.7,39,0,0
76.2,3.7,3.8,36,0,0
66.1,4.7,3.6,27,0,0
72.5,3.9,2.9,45,0,0
76.2,3.2,2.6,48,0,0
43.1,2.6,2.4,31,0,1
81.9,2.8,1.8,39,0,1
60.3,2.8,3.8,47,0,1
57.7,3.7,2.9,27,0,0
49.7,3.4,2.0,43,0,0
48.1,2.3,2.3,40,0,1
54.7,2.9,2.3,45,0,1
64.4,3.8,3.0,52,0,0
100.0,3.4,3.9,52,0,0
67.1,3.6,2.7,38,0,0
77.7,3.5,1.2,37,0,1
81.0,4.3,2.8,35,1,0
77.0,3.4,2.9,41,1,0
73.8,2.9,2.8,52,0,1
57.1,2.6,2.5,46,0,0
96.8,3.4,3.2,47,1,0
100.0,1.5,3.1,44,1,0
49.8,3.1,3.0,39,1,1
59.6,3.1,3.3,41,0,1
70.8,2.2,2.7,39,1,1
60.5,2.6,2.6,41,0,0
82.6,3.8,4.1,55,0,0
64.1,3.4,3.4,49,0,0
100.0,3.3,3.7,42,0,0
92.9,3.4,4.0,32,0,0
78.2,3.3,3.4,38,0,0
90.4,4.1,3.7,41,1,0
91.6,3.3,1.7,60,0,0
66.5,2.2,3.2,38,1,1
62.8,4.3,2.9,36,0,0
76.2,3.5,4.3,45,0,0
87.9,2.8,3.7,39,0,0
77.1,2.3,2.5,39,0,0
51.3,3.5,3.3,45,1,0
63.0,3.1,3.1,54,0,1
73.9,4.3,3.4,29,0,0
73.9,3.0,2.2,36,1,0
100.0,2.6,3.3,39,0,0
54.2,3.8,2.8,36,0,1
82.6,3.8,3.2,54,0,0
97.3,3.3,2.4,41,0,0
100.0,3.7,2.5,45,0,0
68.9,3.2,3.9,39,0,0
82.4,3.4,2.2,38,0,0
83.5,4.0,2.2,44,0,0
77.9,3.6,3.0,51,1,0
73.5,3.1,2.4,42,1,0
81.5,4.1,2.3,28,0,0
37.0,1.5,3.1,39,0,1
85.2,4.6,1.8,33,0,0
76.9,2.0,2.2,43,0,0
71.7,2.8,4.6,34,0,0
100.0,3.2,3.4,42,1,0
64.9,3.1,2.4,25,1,0
69.0,3.9,3.3,37,0,0
100.0,2.5,3.5,27,0,1
62.5,3.4,3.8,37,0,0
66.7,2.8,2.9,53,1,1
72.8,3.4,3.8,40,1,0
87.6,3.2,1.4,32,0,0
78.1,3.3,2.2,39,0,0
55.6,2.8,3.1,29,0,0
67.0,2.8,3.3,33,0,0
65.9,3.4,2.3,33,0,0
73.8,3.9,3.2,42,0,0
81.4,2.8,2.5,38,0,0
81.3,2.6,2.8,45,0,0
48.4,3.6,3.8,37,0,0
91.0,3.2,3.7,42,0,0
78.8,3.8,2.2,36,0,0
95.8,2.6,2.2,34,0,1
81.7,2.0,2.7,36,1,1
91.5,2.8,3.0,36,0,1
82.0,2.7,2.5,51,0,1
95.2,3.1,3.8,46,0,0
82.8,2.8,3.3,46,0,0
73.5,3.7,3.3,29,0,0
100.0,3.0,2.0,49,0,1
88.3,3.3,3.9,41,1,0
83.6,3.3,1.0,36,0,1
55.9,3.3,3.7,44,1,0
55.7,3.2,3.7,48,0,0
79.4,3.6,2.7,31,0,1
77.2,2.6,4.0,55,0,0
65.8,4.2,2.9,44,1,0
77.1,3.0,3.0,32,1,0
98.8,2.3,3.3,51,1,0
85.4,3.3,5.0,36,0,0
57.9,2.6,4.1,40,0,0
73.3,3.7,3.6,49,0,0
62.9,4.7,2.3,44,0,0
69.2,2.6,3.1,40,0,0
68.8,3.4,2.3,28,0,1
67.8,2.0,3.7,35,0,0
56.2,3.5,3.1,44,0,0
73.1,2.6,2.1,40,0,1
66.6,2.8,3.1,41,1,0
31.1,2.4,2.3,40,0,1
100.0,3.7,3.1,42,0,0
91.3,3.9,2.3,37,0,0
69.4,3.2,3.0,35,0,1
75.3,2.6,3.6,36,0,0
57.4,4.3,3.0,44,1,0
100.0,2.7,2.7,33,0,0
100.0,1.7,3.2,43,0,0
77.4,3.5,3.6,27,0,0
90.4,2.4,2.1,38,0,1
77.6,3.9,3.2,25,0,0
54.9,2.9,4.1,55,0,0
68.8,3.6,3.5,40,0,0
77.0,4.2,3.0,42,1,0
68.2,2.4,3.5,36,0,1
71.7,2.8,3.4,32,0,0
73.6,3.1,3.6,29,0,0
73.8,4.3,1.4,47,0,0
75.8,2.7,1.8,47,0,1
59.1,2.8,3.8,40,1,0
64.2,3.5,1.8,51,1,1
55.7,2.8,3.3,44,0,0
89.7,3.3,2.7,39,0,0
43.4,2.1,2.2,39,1,1
92.3,4.8,3.3,36,1,0
95.8,2.3,3.2,37,0,0
70.5,3.0,4.7,50,0,0
36.0,3.2,2.5,41,1,1
69.6,4.5,4.2,40,0,0
74.0,2.3,3.3,41,0,0
59.8,4.6,2.5,41,0,0
67.3,3.7,3.6,42,1,0
98.0,3.5,3.5,46,0,0
85.0,2.5,3.0,46,0,0
61.1,3.6,3.2,33,0,0
51.0,2.7,2.5,36,1,1
70.1,4.1,2.3,41,0,0
71.8,2.5,3.6,43,1,1
82.4,3.1,2.8,45,1,1
67.0,2.8,2.9,36,0,0
82.7,2.5,3.2,32,0,0
100.0,3.7,3.2,27,0,0
87.2,3.6,1.9,47,1,0
74.3,4.0,4.0,43,0,0
72.3,2.0,3.1,44,0,0
69.6,3.9,2.8,42,0,0
92.7,5.0,3.3,50,0,0
65.6,2.9,3.2,31,0,0
75.7,4.5,3.6,47,0,0
75.8,3.0,3.4,33,0,0
67.5,2.2,3.6,40,1,0
54.4,3.0,4.1,37,0,0
79.8,3.9,3.7,36,0,0
74.1,2.6,2.9,36,1,0
82.5,2.8,2.1,43,0,1
67.0,3.6,4.3,31,0,0
93.3,3.2,2.8,43,1,0
61.8,3.6,2.6,34,1,1
100.0,3.4,1.6,38,0,1
48.8,3.5,3.3,45,1,1
81.5,2.9,3.1,31,0,0
82.1,3.4,1.8,37,0,0
63.1,2.6,3.4,46,1,0
81.4,4.1,2.6,41,0,0
94.2,2.8,5.0,40,0,0
41.7,4.0,2.5,40,0,0
82.5,3.0,2.7,35,0,0
37.6,3.3,2.3,32,0,1
60.5,2.9,4.0,38,0,0
99.4,2.5,2.7,60,0,0
66.3,2.0,2.4,49,0,0
57.4,2.5,3.6,40,0,1
72.0,3.0,1.9,41,0,0
100.0,3.3,3.5,38,0,0
47.5,3.9,4.4,37,1,0
59.2,2.9,3.5,26,0,0
97.5,2.6,3.5,30,0,0
100.0,2.2,3.7,38,0,1
73.4,3.5,4.4,34,0,0
56.4,4.2,4.0,42,0,0
100.0,4.1,3.4,39,0,0
98.9,3.7,3.7,34,0,0
85.2,3.6,2.3,55,0,1
62.8,4.4,3.6,49,0,0
74.3,3.4,2.2,52,0,0
72.6,3.7,2.7,38,0,1
80.0,3.0,1.0,44,1,1
96.8,2.2,3.3,40,1,0
88.2,2.7,2.5,37,0,0
58.8,3.2,3.9,41,1,0
95.6,3.2,3.3,44,0,0
79.7,4.5,3.9,45,0,0
85.3,3.3,2.1,44,0,0
97.0,4.0,3.8,44,0,0
58.3,2.9,4.7,39,0,0
74.5,3.0,3.6,23,0,0
67.0,2.3,3.6,42,1,0
51.5,2.7,3.1,38,1,1
80.2,3.6,2.6,40,1,0
100.0,3.2,3.6,38,1,0
47.4,3.9,1.8,40,1,1
74.5,3.3,2.7,34,0,0
84.6,3.0,1.6,44,0,1
76.8,4.7,2.4,41,0,0
73.3,3.1,3.5,49,0,0
55.5,4.0,3.4,36,0,0
78.5,2.9,3.0,47,1,1
63.6,3.7,3.1,36,1,0
42.2,3.8,1.5,45,0,1
92.9,3.3,2.7,29,0,1
89.4,1.6,2.5,56,1,0
75.8,3.2,2.5,34,0,1
78.4,4.1,3.5,35,0,0
91.1,3.6,2.3,50,1,0
78.4,3.5,2.5,41,1,1
88.6,2.0,1.3,36,0,1
70.5,2.7,2.8,44,1,1
94.7,3.5,2.1,39,0,0
79.8,3.5,3.1,36,0,1
77.9,4.1,2.2,33,0,0
55.9,3.1,3.1,23,0,0
79.3,3.5,2.9,43,0,0
62.5,3.2,4.3,29,1,0
65.4,2.5,3.4,41,0,0
62.8,1.6,1.5,38,0,0
59.0,3.5,2.0,32,0,1
100.0,3.3,3.0,56,0,0
95.0,2.8,2.3,40,1,0
100.0,2.1,1.0,25,0,1
56.7,3.6,4.1,38,0,0
76.1,3.0,3.6,45,0,0
55.6,3.6,3.4,31,1,0
64.6,4.5,2.5,38,0,0
61.2,1.7,3.3,40,0,0
93.6,2.7,2.4,40,1,1
69.1,3.1,3.2,39,0,0
91.0,4.2,2.3,27,0,0
84.1,2.1,4.2,37,1,0
100.0,4.6,1.7,52,0,1
52.8,3.3,4.0,36,1,0
93.9,3.1,3.0,38,0,0
92.2,3.1,2.6,35,0,0
60.4,2.9,3.1,26,0,1
90.1,3.9,3.6,34,1,0
80.0,2.5,4.1,43,1,0
71.6,3.4,3.3,44,0,0
62.6,2.9,2.3,51,0,0
64.2,2.7,3.0,33,0,0
100.0,5.0,4.5,38,0,0
75.0,3.5,4.1,34,0,0
86.7,3.6,3.7,40,1,0
63.1,4.0,3.6,38,1,0
63.3,2.2,3.6,44,1,0
91.2,4.4,3.9,35,0,0
54.8,1.4,2.6,44,1,1
68.8,2.7,1.9,42,1,1
75.5,2.9,3.1,36,0,0
76.7,3.6,2.3,52,0,1
72.3,3.4,2.2,39,0,0
80.9,3.1,2.4,47,0,0
85.4,3.2,5.0,44,1,0
86.0,2.5,3.1,33,0,0
60.2,2.2,3.3,41,1,1
70.7,3.7,2.0,43,0,1
92.9,3.7,1.5,32,1,1
88.4,4.3,2.3,42,1,1
54.4,2.6,4.2,48,0,0
80.3,3.7,3.3,30,1,0
45.3,3.0,3.5,40,0,0
75.7,4.0,3.6,38,0,0
100.0,3.9,2.5,46,0,0
60.8,3.3,4.1,36,0,0
62.5,3.0,2.5,34,1,0
86.5,3.9,4.1,47,0,0
51.9,3.7,3.4,46,0,0
65.5,2.7,1.6,37,1,1
83.9,2.3,2.4,39,0,0
65.5,3.0,1.6,50,0,0
71.5,4.3,3.9,29,0,0
86.2,4.0,3.0,32,0,0
81.3,2.4,1.2,48,0,1
79.0,2.4,3.3,30,0,1
69.9,4.1,2.6,34,0,1
80.6,2.4,1.8,37,0,1
73.1,3.6,4.3,47,0,0
81.9,2.8,3.1,43,1,0
67.5,4.3,2.8,37,0,1
72.3,2.7,2.7,45,1,1
60.2,4.0,1.8,37,1,1
74.5,3.3,2.0,42,1,1
62.8,3.4,4.0,39,0,0
58.3,1.8,2.6,40,1,0
78.9,1.7,3.0,33,1,0
78.2,3.0,1.4,41,0,1
86.7,3.4,1.9,43,0,1
68.5,2.4,3.5,42,0,0
81.1,2.4,3.3,27,0,0
83.3,3.6,4.4,45,0,0
81.7,3.6,4.1,42,0,0
62.6,3.1,2.8,34,0,1
77.2,3.7,3.4,44,1,1
80.5,2.4,2.7,48,0,0
75.1,3.0,4.6,47,0,0
43.7,4.4,3.9,30,0,0
77.4,3.2,3.1,33,0,0
100.0,3.3,3.2,38,0,0
69.6,4.8,4.2,37,1,0
64.1,2.2,3.5,36,0,1
80.6,3.8,4.2,39,0,0
79.7,4.4,1.2,38,0,1
92.9,3.0,3.4,36,1,0
56.1,3.8,2.6,43,1,0
86.0,2.5,4.4,46,0,0
83.9,2.7,4.2,33,0,0
72.9,3.5,3.0,42,1,0
80.1,3.8,4.2,45,1,0
90.4,4.0,4.4,29,0,0
88.1,4.3,3.1,30,0,0
57.9,3.2,5.0,39,0,0
87.3,4.0,3.0,48,0,0
74.0,3.0,2.8,43,0,0
76.1,3.8,3.7,37,0,0
76.1,3.3,2.7,32,0,0
72.7,3.5,3.1,44,0,0
92.9,3.5,4.1,43,1,0
73.7,2.1,3.0,43,1,0
58.2,2.4,1.6,46,0,1
69.1,3.3,3.3,41,1,0
77.7,2.0,2.4,33,0,1
93.4,3.8,3.7,46,0,0
84.0,3.8,3.6,39,0,0
62.2,3.4,4.2,37,1,0
100.0,2.4,3.7,40,1,0
79.0,4.2,3.9,31,1,0
94.1,4.6,2.5,48,0,0
72.7,3.3,3.6,33,1,0
83.0,3.6,4.6,34,1,0
87.6,3.3,2.4,52,0,0
93.3,3.6,4.4,35,1,0
90.9,3.1,2.6,28,0,0
88.1,3.2,2.3,30,1,0
70.3,3.8,3.2,44,0,0
66.4,4.8,3.6,27,0,0
80.0,2.2,3.7,36,1,1
89.0,3.1,2.2,37,0,0
71.7,2.4,3.3,42,0,0
91.0,4.3,2.5,39,0,0
96.8,2.8,1.8,32,1,1
61.3,2.2,2.3,31,0,1
62.4,3.6,2.4,46,1,0
72.9,4.4,3.4,41,1,0
79.6,3.7,3.9,47,0,0
67.1,3.3,1.8,41,0,0
95.3,3.5,3.3,45,0,0
81.4,4.2,2.1,34,0,0
75.6,2.6,3.5,48,0,1
53.5,3.1,2.5,38,0,0
55.3,2.9,2.2,52,0,0
79.2,2.4,3.6,39,0,0
43.0,3.0,2.5,40,1,0
90.2,4.0,2.7,36,0,1
72.6,3.6,1.2,50,1,1
100.0,3.7,3.8,45,0,0
100.0,3.3,3.7,33,0,0
72.3,3.6,3.0,44,0,0
73.4,2.6,1.8,44,0,1
89.9,3.0,4.0,40,1,0
100.0,3.3,2.5,37,0,0
50.4,3.4,2.6,40,0,0
48.2,3.4,4.8,46,0,0
65.7,3.1,2.4,41,0,0
83.7,2.9,3.6,39,0,1
82.5,5.0,3.4,42,0,0
91.0,3.8,3.3,39,0,0
57.0,3.5,3.2,42,0,0
40.3,3.0,3.3,40,0,1
87.9,2.9,3.2,34,1,0
62.6,3.1,3.0,50,0,0
44.7,3.4,4.2,42,0,0
77.2,1.9,1.9,46,0,1
86.9,2.1,3.8,33,0,0
73.2,2.8,3.7,41,0,0
68.1,3.3,3.6,39,0,0
72.6,3.0,3.9,36,0,0
69.4,4.2,2.9,34,0,0
54.8,2.2,1.5,48,1,1
64.3,2.7,2.9,46,1,0
82.8,4.3,2.2,22,0,0
79.8,3.3,2.4,45,0,0
77.5,3.8,2.0,43,0,0
60.1,4.6,2.6,37,1,0
72.3,2.7,2.5,38,1,1
42.3,3.1,1.1,36,0,1
77.7,3.0,3.6,37,0,0
96.4,1.8,4.8,49,1,0
52.9,3.0,3.5,39,1,0
66.2,3.8,2.8,51,0,1
79.9,3.6,3.0,39,0,0
93.8,3.6,2.7,37,0,0
68.3,2.9,3.1,50,0,0
64.6,2.7,3.0,35,0,0
45.5,4.1,2.3,37,0,0
76.6,2.9,4.3,40,1,0
100.0,3.4,1.8,44,1,0
79.2,3.3,3.6,42,1,0
74.7,4.2,2.9,40,0,1
79.8,3.9,4.5,38,0,0
74.8,2.3,3.3,43,0,0
62.8,2.4,2.7,36,0,1
87.3,3.6,2.8,33,0,0
78.4,3.2,3.0,35,0,0
75.3,2.9,2.1,35,0,0
60.4,3.9,2.4,44,0,0
94.6,3.3,1.6,42,0,0
85.0,3.2,2.3,30,0,0
66.7,3.7,3.1,37,0,0
90.0,2.9,3.2,41,1,0
67.5,4.3,1.4,47,0,0
63.3,2.6,2.9,30,0,1
63.6,3.7,3.5,42,0,0
48.4,4.2,2.9,35,1,0
82.1,2.2,2.5,55,0,0
47.5,3.0,2.7,45,1,1
56.6,4.0,2.6,28,0,1
43.9,4.0,2.5,34,0,1
73.7,3.1,3.1,36,1,0
72.7,2.7,4.8,34,0,0
70.1,3.9,2.4,31,0,0
59.4,4.0,2.7,47,0,0
57.4,2.4,3.0,28,0,1
82.0,2.4,2.5,48,0,1
66.7,3.4,3.9,33,0,0
79.7,3.6,1.1,36,0,1
61.7,3.0,2.6,41,1,0
77.7,3.7,3.7,32,0,0
94.5,2.7,2.8,38,0,1
83.8,1.7,2.3,30,0,0
68.8,2.9,3.4,39,0,0
78.9,3.2,3.7,35,0,0
71.4,3.0,3.2,47,0,0
75.1,2.4,2.4,41,1,1
70.1,1.9,3.4,43,0,0
72.5,2.8,2.7,39,0,0
78.2,3.8,3.6,44,0,0
60.1,4.1,4.2,42,0,0
59.8,4.0,1.0,31,1,1
54.2,2.6,3.1,37,0,0
51.0,2.4,1.6,38,0,1
56.7,3.5,5.0,42,1,0
77.4,3.6,2.6,31,1,0
61.6,3.5,3.6,39,0,0
82.7,1.8,3.0,46,1,0
75.5,2.6,2.4,51,0,0
45.5,3.2,2.3,36,0,1
84.8,3.5,4.3,36,0,0
87.2,3.7,3.8,40,0,0
60.1,3.3,4.6,30,0,0
81.3,3.4,3.0,35,0,0
62.2,3.3,3.2,40,0,1
76.5,3.7,2.8,36,0,0
56.0,3.4,2.8,47,0,0
48.1,3.2,2.2,47,1,0
69.3,3.0,3.1,36,0,0
73.1,3.3,2.4,35,0,1
69.0,3.5,3.4,47,0,0
57.2,3.4,3.1,33,0,0
69.0,3.5,3.2,38,0,0
79.0,4.1,4.3,50,1,0
74.3,3.4,3.0,34,0,0
77.7,2.7,3.6,46,1,0
64.9,3.8,4.6,40,0,0
92.6,2.2,4.0,30,1,0
57.4,2.4,3.9,40,0,0
82.3,3.4,2.8,41,1,0
92.7,3.6,3.2,41,0,0
82.2,2.3,1.9,38,0,1
72.0,2.9,3.4,35,0,0
67.1,2.8,3.2,35,0,0
90.5,2.9,3.0,36,0,1
53.7,3.9,3.8,31,0,0
60.4,3.7,2.0,34,1,0
69.0,3.2,4.3,32,0,0
93.6,2.8,3.7,42,0,0
80.7,2.3,2.9,38,0,0
60.5,4.2,2.9,35,0,0
70.3,3.6,3.4,42,0,0
65.8,2.7,4.2,33,0,0
64.4,3.7,3.1,34,0,0
89.7,3.2,3.1,39,0,0
54.4,3.0,3.0,46,0,1
99.1,3.5,4.4,62,1,0
87.4,2.7,2.7,45,0,0
91.4,3.0,3.0,48,0,0
68.1,3.3,4.2,38,0,0
72.8,2.9,3.1,33,0,1
53.5,3.7,3.9,41,0,0
67.1,4.5,2.3,39,1,0
82.4,2.7,2.8,34,1,0
94.4,2.0,4.2,40,0,0
58.4,1.8,2.5,39,0,1
69.5,3.1,2.9,37,1,0
72.7,2.7,3.2,49,0,0
54.1,3.3,2.2,45,0,0
83.9,3.3,2.7,39,0,1
64.1,2.1,3.1,44,0,1
72.1,1.9,3.0,36,1,0
68.2,3.4,4.0,43,1,0
63.2,3.3,4.2,43,0,0
74.9,2.9,2.3,42,1,1
71.8,2.0,3.1,31,0,1
69.4,3.5,3.5,39,1,0
64.1,4.1,4.2,37,0,0
79.8,3.4,3.6,43,0,0
